ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000164253	55255	WDR41	5	WD repeat domain 41	protein_coding
ENSG00000171530	6902	TBCA	5	tubulin folding cofactor A	protein_coding
ENSG00000132842	8546	AP3B1	5	adaptor related protein complex 3 subunit beta 1	protein_coding
ENSG00000245556	NA	SCAMP1-AS1	5	SCAMP1 antisense RNA 1	lncRNA
ENSG00000085365	9522	SCAMP1	5	secretory carrier membrane protein 1	protein_coding
ENSG00000145685	10184	LHFPL2	5	LHFPL tetraspan subfamily member 2	protein_coding
ENSG00000113273	411	ARSB	5	arylsulfatase B	protein_coding
ENSG00000152409	133746	JMY	5	junction mediating and regulatory protein, p53 cofactor	protein_coding
ENSG00000152413	9456	HOMER1	5	homer scaffold protein 1	protein_coding
ENSG00000164329	167153	TENT2	5	terminal nucleotidyltransferase 2	protein_coding
ENSG00000177034	345778	MTX3	5	metaxin 3	protein_coding
ENSG00000164300	256987	SERINC5	5	serine incorporator 5	protein_coding
ENSG00000039319	9765	ZFYVE16	5	zinc finger FYVE-type containing 16	protein_coding
ENSG00000152380	167555	FAM151B	5	family with sequence similarity 151 member B	protein_coding
ENSG00000228716	1719	DHFR	5	dihydrofolate reductase	protein_coding
ENSG00000113318	4437	MSH3	5	mutS homolog 3	protein_coding
ENSG00000113319	5924	RASGRF2	5	Ras protein specific guanine nucleotide releasing factor 2	protein_coding
ENSG00000247572	NA	CKMT2-AS1	5	CKMT2 antisense RNA 1	lncRNA
ENSG00000131732	84240	ZCCHC9	5	zinc finger CCHC-type containing 9	protein_coding
ENSG00000152348	83734	ATG10	5	autophagy related 10	protein_coding
ENSG00000186468	6228	RPS23	5	ribosomal protein S23	protein_coding
ENSG00000205464	92270	ATP6AP1L	5	ATPase H+ transporting accessory protein 1 like	protein_coding
ENSG00000174695	153339	TMEM167A	5	transmembrane protein 167A	protein_coding
ENSG00000152422	7518	XRCC4	5	X-ray repair cross complementing 4	protein_coding
ENSG00000038427	1462	VCAN	5	versican	protein_coding
ENSG00000164176	10085	EDIL3	5	EGF like repeats and discoidin domains 3	protein_coding
ENSG00000127184	1350	COX7C	5	cytochrome c oxidase subunit 7C	protein_coding
ENSG00000145715	5921	RASA1	5	RAS p21 protein activator 1	protein_coding
ENSG00000134480	902	CCNH	5	cyclin H	protein_coding
ENSG00000164180	153396	TMEM161B	5	transmembrane protein 161B	protein_coding
ENSG00000247828	NA	TMEM161B-AS1	5	TMEM161B antisense RNA 1	lncRNA
ENSG00000081189	4208	MEF2C	5	myocyte enhancer factor 2C	protein_coding
ENSG00000153140	1070	CETN3	5	centrin 3	protein_coding
ENSG00000113356	10622	POLR3G	5	RNA polymerase III subunit G	protein_coding
ENSG00000176018	116068	LYSMD3	5	LysM domain containing 3	protein_coding
ENSG00000113369	57561	ARRDC3	5	arrestin domain containing 3	protein_coding
ENSG00000281357	NA	ARRDC3-AS1	5	ARRDC3 antisense RNA 1	lncRNA
ENSG00000237187	NA	NR2F1-AS1	5	NR2F1 antisense RNA 1	lncRNA
ENSG00000175745	7025	NR2F1	5	nuclear receptor subfamily 2 group F member 1	protein_coding
ENSG00000113391	83989	FAM172A	5	family with sequence similarity 172 member A	protein_coding
ENSG00000248483	134187	POU5F2	5	POU domain class 5, transcription factor 2	protein_coding
ENSG00000185261	285600	KIAA0825	5	KIAA0825	protein_coding
ENSG00000133302	84250	SLF1	5	SMC5-SMC6 complex localization factor 1	protein_coding
ENSG00000175471	79772	MCTP1	5	multiple C2 and transmembrane domain containing 1	protein_coding
ENSG00000198677	9652	TTC37	5	tetratricopeptide repeat domain 37	protein_coding
ENSG00000164291	153642	ARSK	5	arylsulfatase family member K	protein_coding
ENSG00000175449	317671	RFESD	5	Rieske Fe-S domain containing	protein_coding
ENSG00000164292	22836	RHOBTB3	5	Rho related BTB domain containing 3	protein_coding
ENSG00000173221	2745	GLRX	5	glutaredoxin	protein_coding
ENSG00000118985	22936	ELL2	5	elongation factor for RNA polymerase II 2	protein_coding
ENSG00000153113	831	CAST	5	calpastatin	protein_coding
ENSG00000164307	51752	ERAP1	5	endoplasmic reticulum aminopeptidase 1	protein_coding
ENSG00000164308	64167	ERAP2	5	endoplasmic reticulum aminopeptidase 2	protein_coding
ENSG00000113441	4012	LNPEP	5	leucyl and cystinyl aminopeptidase	protein_coding
ENSG00000058729	55781	RIOK2	5	RIO kinase 2	protein_coding
ENSG00000174136	285704	RGMB	5	repulsive guidance molecule BMP co-receptor b	protein_coding
ENSG00000153922	1105	CHD1	5	chromodomain helicase DNA binding protein 1	protein_coding
ENSG00000174132	345757	FAM174A	5	family with sequence similarity 174 member A	protein_coding
ENSG00000145730	5066	PAM	5	peptidylglycine alpha-amidating monooxygenase	protein_coding
ENSG00000145723	54826	GIN1	5	gypsy retrotransposon integrase 1	protein_coding
ENSG00000145725	23262	PPIP5K2	5	diphosphoinositol pentakisphosphate kinase 2	protein_coding
ENSG00000181751	90355	C5orf30	5	chromosome 5 open reading frame 30	protein_coding
ENSG00000112874	83594	NUDT12	5	nudix hydrolase 12	protein_coding
ENSG00000184349	1946	EFNA5	5	ephrin A5	protein_coding
ENSG00000145743	64839	FBXL17	5	F-box and leucine rich repeat protein 17	protein_coding
ENSG00000272523	NA	LINC01023	5	long intergenic non-protein coding RNA 1023	lncRNA
ENSG00000151422	2241	FER	5	FER tyrosine kinase	protein_coding
ENSG00000198961	9867	PJA2	5	praja ring finger ubiquitin ligase 2	protein_coding
ENSG00000112893	4124	MAN2A1	5	mannosidase alpha class 2A member 1	protein_coding
ENSG00000164209	91137	SLC25A46	5	solute carrier family 25 member 46	protein_coding
ENSG00000134987	134430	WDR36	5	WD repeat domain 36	protein_coding
ENSG00000164211	134429	STARD4	5	StAR related lipid transfer domain containing 4	protein_coding
ENSG00000246859	NA	STARD4-AS1	5	STARD4 antisense RNA 1	lncRNA
ENSG00000134986	9315	NREP	5	neuronal regeneration related protein	protein_coding
ENSG00000129595	64097	EPB41L4A	5	erythrocyte membrane protein band 4.1 like 4A	protein_coding
ENSG00000224032	NA	EPB41L4A-AS1	5	EPB41L4A antisense RNA 1	lncRNA
ENSG00000134982	324	APC	5	APC regulator of WNT signaling pathway	protein_coding
ENSG00000153037	6728	SRP19	5	signal recognition particle 19	protein_coding
ENSG00000129625	7905	REEP5	5	receptor accessory protein 5	protein_coding
ENSG00000172795	167227	DCP2	5	decapping mRNA 2	protein_coding
ENSG00000171444	4163	MCC	5	MCC regulator of WNT signaling pathway	protein_coding
ENSG00000047188	64848	YTHDC2	5	YTH domain containing 2	protein_coding
ENSG00000152503	55521	TRIM36	5	tripartite motif containing 36	protein_coding
ENSG00000164219	5229	PGGT1B	5	protein geranylgeranyltransferase type I subunit beta	protein_coding
ENSG00000164221	153733	CCDC112	5	coiled-coil domain containing 112	protein_coding
ENSG00000145780	56929	FEM1C	5	fem-1 homolog C	protein_coding
ENSG00000134970	51014	TMED7	5	transmembrane p24 trafficking protein 7	protein_coding
ENSG00000145782	9140	ATG12	5	autophagy related 12	protein_coding
ENSG00000177879	1176	AP3S1	5	adaptor related protein complex 3 subunit sigma 1	protein_coding
ENSG00000145781	51397	COMMD10	5	COMM domain containing 10	protein_coding
ENSG00000172869	1657	DMXL1	5	Dmx like 1	protein_coding
ENSG00000145779	25816	TNFAIP8	5	TNF alpha induced protein 8	protein_coding
ENSG00000133835	3295	HSD17B4	5	hydroxysteroid 17-beta dehydrogenase 4	protein_coding
ENSG00000184838	51334	PRR16	5	proline rich 16	protein_coding
ENSG00000151304	153443	SRFBP1	5	serum response factor binding protein 1	protein_coding
ENSG00000113083	4015	LOX	5	lysyl oxidase	protein_coding
ENSG00000205302	6643	SNX2	5	sorting nexin 2	protein_coding
ENSG00000064652	28966	SNX24	5	sorting nexin 24	protein_coding
ENSG00000168938	5480	PPIC	5	peptidylprolyl isomerase C	protein_coding
ENSG00000168944	153241	CEP120	5	centrosomal protein 120	protein_coding
ENSG00000151292	1456	CSNK1G3	5	casein kinase 1 gamma 3	protein_coding
ENSG00000168916	57507	ZNF608	5	zinc finger protein 608	protein_coding
ENSG00000155324	65983	GRAMD2B	5	GRAM domain containing 2B	protein_coding
ENSG00000164904	501	ALDH7A1	5	aldehyde dehydrogenase 7 family member A1	protein_coding
ENSG00000164902	51808	PHAX	5	phosphorylated adaptor for RNA export	protein_coding
ENSG00000113368	4001	LMNB1	5	lamin B1	protein_coding
ENSG00000173926	115123	MARCH3	5	membrane associated ring-CH-type finger 3	protein_coding
ENSG00000164241	401207	C5orf63	5	chromosome 5 open reading frame 63	protein_coding
ENSG00000164244	133619	PRRC1	5	proline rich coiled-coil 1	protein_coding
ENSG00000245937	NA	LINC01184	5	long intergenic non-protein coding RNA 1184	lncRNA
ENSG00000064651	6558	SLC12A2	5	solute carrier family 12 member 2	protein_coding
ENSG00000138829	2201	FBN2	5	fibrillin 2	protein_coding
ENSG00000066583	51015	ISOC1	5	isochorismatase domain containing 1	protein_coding
ENSG00000169567	3094	HINT1	5	histidine triad nucleotide binding protein 1	protein_coding
ENSG00000186687	90624	LYRM7	5	LYR motif containing 7	protein_coding
ENSG00000158985	56990	CDC42SE2	5	CDC42 small effector 2	protein_coding
ENSG00000158987	51735	RAPGEF6	5	Rap guanine nucleotide exchange factor 6	protein_coding
ENSG00000217128	96459	FNIP1	5	folliculin interacting protein 1	protein_coding
ENSG00000072682	8974	P4HA2	5	prolyl 4-hydroxylase subunit alpha 2	protein_coding
ENSG00000131435	8572	PDLIM4	5	PDZ and LIM domain 4	protein_coding
ENSG00000197208	6583	SLC22A4	5	solute carrier family 22 member 4	protein_coding
ENSG00000197375	6584	SLC22A5	5	solute carrier family 22 member 5	protein_coding
ENSG00000125347	3659	IRF1	5	interferon regulatory factor 1	protein_coding
ENSG00000113522	10111	RAD50	5	RAD50 double strand break repair protein	protein_coding
ENSG00000131437	11127	KIF3A	5	kinesin family member 3A	protein_coding
ENSG00000164402	23176	SEPTIN8	5	septin 8	protein_coding
ENSG00000164403	134549	SHROOM1	5	shroom family member 1	protein_coding
ENSG00000164405	27089	UQCRQ	5	ubiquinol-cytochrome c reductase complex III subunit VII	protein_coding
ENSG00000164406	116842	LEAP2	5	liver enriched antimicrobial peptide 2	protein_coding
ENSG00000072364	27125	AFF4	5	AF4/FMR2 family member 4	protein_coding
ENSG00000155329	54819	ZCCHC10	5	zinc finger CCHC-type containing 10	protein_coding
ENSG00000170606	3308	HSPA4	5	heat shock protein family A (Hsp70) member 4	protein_coding
ENSG00000113583	56951	C5orf15	5	chromosome 5 open reading frame 15	protein_coding
ENSG00000213585	7416	VDAC1	5	voltage dependent anion channel 1	protein_coding
ENSG00000081059	6932	TCF7	5	transcription factor 7	protein_coding
ENSG00000113558	6500	SKP1	5	S-phase kinase associated protein 1	protein_coding
ENSG00000113575	5515	PPP2CA	5	protein phosphatase 2 catalytic subunit alpha	protein_coding
ENSG00000006837	51265	CDKL3	5	cyclin dependent kinase like 3	protein_coding
ENSG00000119048	7320	UBE2B	5	ubiquitin conjugating enzyme E2 B	protein_coding
ENSG00000237190	91368	CDKN2AIPNL	5	CDKN2A interacting protein N-terminal like	protein_coding
ENSG00000043143	23338	JADE2	5	jade family PHD finger 2	protein_coding
ENSG00000152700	51128	SAR1B	5	secretion associated Ras related GTPase 1B	protein_coding
ENSG00000113615	10802	SEC24A	5	SEC24 homolog A, COPII coat complex component	protein_coding
ENSG00000164615	819	CAMLG	5	calcium modulating ligand	protein_coding
ENSG00000145833	9879	DDX46	5	DEAD-box helicase 46	protein_coding
ENSG00000181904	134553	C5orf24	5	chromosome 5 open reading frame 24	protein_coding
ENSG00000113621	79770	TXNDC15	5	thioredoxin domain containing 15	protein_coding
ENSG00000132570	84105	PCBD2	5	pterin-4 alpha-carbinolamine dehydratase 2	protein_coding
ENSG00000113648	9555	H2AFY	5	H2A histone family member Y	protein_coding
ENSG00000120708	7045	TGFBI	5	transforming growth factor beta induced	protein_coding
ENSG00000113658	4090	SMAD5	5	SMAD family member 5	protein_coding
ENSG00000152377	6695	SPOCK1	5	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein_coding
ENSG00000146021	26249	KLHL3	5	kelch like family member 3	protein_coding
ENSG00000177733	10949	HNRNPA0	5	heterogeneous nuclear ribonucleoprotein A0	protein_coding
ENSG00000031003	51306	FAM13B	5	family with sequence similarity 13 member B	protein_coding
ENSG00000112983	10902	BRD8	5	bromodomain containing 8	protein_coding
ENSG00000112984	10112	KIF20A	5	kinesin family member 20A	protein_coding
ENSG00000094880	8697	CDC23	5	cell division cycle 23	protein_coding
ENSG00000158402	995	CDC25C	5	cell division cycle 25C	protein_coding
ENSG00000120709	51307	FAM53C	5	family with sequence similarity 53 member C	protein_coding
ENSG00000120733	51780	KDM3B	5	lysine demethylase 3B	protein_coding
ENSG00000132563	51308	REEP2	5	receptor accessory protein 2	protein_coding
ENSG00000120738	1958	EGR1	5	early growth response 1	protein_coding
ENSG00000120705	2107	ETF1	5	eukaryotic translation termination factor 1	protein_coding
ENSG00000113013	3313	HSPA9	5	heat shock protein family A (Hsp70) member 9	protein_coding
ENSG00000044115	1495	CTNNA1	5	catenin alpha 1	protein_coding
ENSG00000120725	64374	SIL1	5	SIL1 nucleotide exchange factor	protein_coding
ENSG00000015479	9782	MATR3	5	matrin 3	protein_coding
ENSG00000120727	51247	PAIP2	5	poly(A) binding protein interacting protein 2	protein_coding
ENSG00000170469	202051	SPATA24	5	spermatogenesis associated 24	protein_coding
ENSG00000170464	202052	DNAJC18	5	DnaJ heat shock protein family (Hsp40) member C18	protein_coding
ENSG00000249751	641700	ECSCR	5	endothelial cell surface expressed chemotaxis and apoptosis regulator	protein_coding
ENSG00000184584	340061	TMEM173	5	transmembrane protein 173	protein_coding
ENSG00000131508	7322	UBE2D2	5	ubiquitin conjugating enzyme E2 D2	protein_coding
ENSG00000171604	51523	CXXC5	5	CXXC finger protein 5	protein_coding
ENSG00000158458	9542	NRG2	5	neuregulin 2	protein_coding
ENSG00000185129	5813	PURA	5	purine rich element binding protein A	protein_coding
ENSG00000182700	492311	IGIP	5	IgA inducing protein	protein_coding
ENSG00000120306	84418	CYSTM1	5	cysteine rich transmembrane module containing 1	protein_coding
ENSG00000113068	5201	PFDN1	5	prefoldin subunit 1	protein_coding
ENSG00000113070	1839	HBEGF	5	heparin binding EGF like growth factor	protein_coding
ENSG00000131503	54882	ANKHD1	5	ankyrin repeat and KH domain containing 1	protein_coding
ENSG00000213523	10011	SRA1	5	steroid receptor RNA activator 1	protein_coding
ENSG00000113108	10307	APBB3	5	amyloid beta precursor protein binding family B member 3	protein_coding
ENSG00000176087	113829	SLC35A4	5	solute carrier family 35 member A4	protein_coding
ENSG00000131495	4695	NDUFA2	5	NADH:ubiquinone oxidoreductase subunit A2	protein_coding
ENSG00000113119	55374	TMCO6	5	transmembrane and coiled-coil domains 6	protein_coding
ENSG00000113141	3550	IK	5	IK cytokine	protein_coding
ENSG00000120314	54853	WDR55	5	WD repeat domain 55	protein_coding
ENSG00000256453	373863	DND1	5	DND microRNA-mediated repression inhibitor 1	protein_coding
ENSG00000170445	3035	HARS	5	histidyl-tRNA synthetase	protein_coding
ENSG00000112855	23438	HARS2	5	histidyl-tRNA synthetase 2, mitochondrial	protein_coding
ENSG00000146007	153527	ZMAT2	5	zinc finger matrin-type 2	protein_coding
ENSG00000112852	56133	PCDHB2	5	protocadherin beta 2	protein_coding
ENSG00000178913	6879	TAF7	5	TATA-box binding protein associated factor 7	protein_coding
ENSG00000253731	56109	PCDHGA6	5	protocadherin gamma subfamily A, 6	protein_coding
ENSG00000253305	56100	PCDHGB6	5	protocadherin gamma subfamily B, 6	protein_coding
ENSG00000253846	56106	PCDHGA10	5	protocadherin gamma subfamily A, 10	protein_coding
ENSG00000240184	5098	PCDHGC3	5	protocadherin gamma subfamily C, 3	protein_coding
ENSG00000131504	1729	DIAPH1	5	diaphanous related formin 1	protein_coding
ENSG00000171720	8841	HDAC3	5	histone deacetylase 3	protein_coding
ENSG00000164620	285613	RELL2	5	RELT like 2	protein_coding
ENSG00000197948	89848	FCHSD1	5	FCH and double SH3 domains 1	protein_coding
ENSG00000120318	64411	ARAP3	5	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein_coding
ENSG00000156453	5097	PCDH1	5	protocadherin 1	protein_coding
ENSG00000081791	9812	DELE1	5	DAP3 binding cell death enhancer 1	protein_coding
ENSG00000013561	9604	RNF14	5	ring finger protein 14	protein_coding
ENSG00000113552	10007	GNPDA1	5	glucosamine-6-phosphate deaminase 1	protein_coding
ENSG00000131507	80762	NDFIP1	5	Nedd4 family interacting protein 1	protein_coding
ENSG00000187678	81848	SPRY4	5	sprouty RTK signaling antagonist 4	protein_coding
ENSG00000113578	2246	FGF1	5	fibroblast growth factor 1	protein_coding
ENSG00000145819	23092	ARHGAP26	5	Rho GTPase activating protein 26	protein_coding
ENSG00000113580	2908	NR3C1	5	nuclear receptor subfamily 3 group C member 1	protein_coding
ENSG00000145817	81555	YIPF5	5	Yip1 domain family member 5	protein_coding
ENSG00000183775	57528	KCTD16	5	potassium channel tetramerization domain containing 16	protein_coding
ENSG00000186314	153768	PRELID2	5	PRELI domain containing 2	protein_coding
ENSG00000133706	51520	LARS	5	leucyl-tRNA synthetase	protein_coding
ENSG00000091009	54439	RBM27	5	RNA binding motif protein 27	protein_coding
ENSG00000113649	10915	TCERG1	5	transcription elongation regulator 1	protein_coding
ENSG00000113657	1809	DPYSL3	5	dihydropyrimidinase like 3	protein_coding
ENSG00000178776	389336	C5orf46	5	chromosome 5 open reading frame 46	protein_coding
ENSG00000145868	81545	FBXO38	5	F-box protein 38	protein_coding
ENSG00000169252	154	ADRB2	5	adrenoceptor beta 2	protein_coding
ENSG00000173210	22885	ABLIM3	5	actin binding LIM protein family member 3	protein_coding
ENSG00000157510	134265	AFAP1L1	5	actin filament associated protein 1 like 1	protein_coding
ENSG00000164284	134266	GRPEL2	5	GrpE like 2, mitochondrial	protein_coding
ENSG00000145882	78991	PCYOX1L	5	prenylcysteine oxidase 1 like	protein_coding
ENSG00000113712	1452	CSNK1A1	5	casein kinase 1 alpha 1	protein_coding
ENSG00000183111	389337	ARHGEF37	5	Rho guanine nucleotide exchange factor 37	protein_coding
ENSG00000155846	133522	PPARGC1B	5	PPARG coactivator 1 beta	protein_coding
ENSG00000155850	1836	SLC26A2	5	solute carrier family 26 member 2	protein_coding
ENSG00000164296	81789	TIGD6	5	tigger transposable element derived 6	protein_coding
ENSG00000113716	22993	HMGXB3	5	HMG-box containing 3	protein_coding
ENSG00000113721	5159	PDGFRB	5	platelet derived growth factor receptor beta	protein_coding
ENSG00000070814	6949	TCOF1	5	treacle ribosome biogenesis factor 1	protein_coding
ENSG00000019582	972	CD74	5	CD74 molecule	protein_coding
ENSG00000164587	6208	RPS14	5	ribosomal protein S14	protein_coding
ENSG00000070614	3340	NDST1	5	N-deacetylase and N-sulfotransferase 1	protein_coding
ENSG00000171992	11346	SYNPO	5	synaptopodin	protein_coding
ENSG00000086589	55696	RBM22	5	RNA binding motif protein 22	protein_coding
ENSG00000132912	51164	DCTN4	5	dynactin subunit 4	protein_coding
ENSG00000256235	85027	SMIM3	5	small integral membrane protein 3	protein_coding
ENSG00000145908	91975	ZNF300	5	zinc finger protein 300	protein_coding
ENSG00000211445	2878	GPX3	5	glutathione peroxidase 3	protein_coding
ENSG00000145901	10318	TNIP1	5	TNFAIP3 interacting protein 1	protein_coding
ENSG00000197043	309	ANXA6	5	annexin A6	protein_coding
ENSG00000198624	26112	CCDC69	5	coiled-coil domain containing 69	protein_coding
ENSG00000196743	2760	GM2A	5	GM2 ganglioside activator	protein_coding
ENSG00000123643	206358	SLC36A1	5	solute carrier family 36 member 1	protein_coding
ENSG00000113140	6678	SPARC	5	secreted protein acidic and cysteine rich	protein_coding
ENSG00000177556	475	ATOX1	5	antioxidant 1 copper chaperone	protein_coding
ENSG00000145907	10146	G3BP1	5	G3BP stress granule assembly factor 1	protein_coding
ENSG00000055147	10827	FAM114A2	5	family with sequence similarity 114 member A2	protein_coding
ENSG00000037749	4238	MFAP3	5	microfibril associated protein 3	protein_coding
ENSG00000164574	55568	GALNT10	5	polypeptide N-acetylgalactosaminyltransferase 10	protein_coding
ENSG00000164576	79685	SAP30L	5	SAP30 like	protein_coding
ENSG00000155506	23367	LARP1	5	La ribonucleoprotein domain family member 1	protein_coding
ENSG00000170271	10826	FAXDC2	5	fatty acid hydroxylase domain containing 2	protein_coding
ENSG00000155508	9337	CNOT8	5	CCR4-NOT transcription complex subunit 8	protein_coding
ENSG00000082516	25929	GEMIN5	5	gem nuclear organelle associated protein 5	protein_coding
ENSG00000082515	29093	MRPL22	5	mitochondrial ribosomal protein L22	protein_coding
ENSG00000226650	285643	KIF4B	5	kinesin family member 4B	protein_coding
ENSG00000155868	9443	MED7	5	mediator complex subunit 7	protein_coding
ENSG00000055163	26999	CYFIP2	5	cytoplasmic FMR1 interacting protein 2	protein_coding
ENSG00000135074	8728	ADAM19	5	ADAM metallopeptidase domain 19	protein_coding
ENSG00000172548	348938	NIPAL4	5	NIPA like domain containing 4	protein_coding
ENSG00000113272	54974	THG1L	5	tRNA-histidine guanylyltransferase 1 like	protein_coding
ENSG00000155858	134353	LSM11	5	LSM11, U7 small nuclear RNA associated	protein_coding
ENSG00000113282	9685	CLINT1	5	clathrin interactor 1	protein_coding
ENSG00000145860	153830	RNF145	5	ring finger protein 145	protein_coding
ENSG00000164332	134510	UBLCP1	5	ubiquitin like domain containing CTD phosphatase 1	protein_coding
ENSG00000113312	7265	TTC1	5	tetratricopeptide repeat domain 1	protein_coding
ENSG00000170234	114825	PWWP2A	5	PWWP domain containing 2A	protein_coding
ENSG00000221886	63920	ZBED8	5	zinc finger BED-type containing 8	protein_coding
ENSG00000164609	10569	SLU7	5	SLU7 homolog, splicing factor	protein_coding
ENSG00000164611	9232	PTTG1	5	PTTG1 regulator of sister chromatid separation, securin	protein_coding
ENSG00000113328	900	CCNG1	5	cyclin G1	protein_coding
ENSG00000170584	134492	NUDCD2	5	NudC domain containing 2	protein_coding
ENSG00000072571	3161	HMMR	5	hyaluronan mediated motility receptor	protein_coding
ENSG00000038274	27430	MAT2B	5	methionine adenosyltransferase 2B	protein_coding
ENSG00000113643	5917	RARS	5	arginyl-tRNA synthetase	protein_coding
ENSG00000120137	79646	PANK3	5	pantothenate kinase 3	protein_coding
ENSG00000040275	54908	SPDL1	5	spindle apparatus coiled-coil protein 1	protein_coding
ENSG00000204764	64901	RANBP17	5	RAN binding protein 17	protein_coding
ENSG00000181163	4869	NPM1	5	nucleophosmin 1	protein_coding
ENSG00000072803	23291	FBXW11	5	F-box and WD repeat domain containing 11	protein_coding
ENSG00000072786	6793	STK10	5	serine/threonine kinase 10	protein_coding
ENSG00000168246	92181	UBTD2	5	ubiquitin domain containing 2	protein_coding
ENSG00000174705	285590	SH3PXD2B	5	SH3 and PX domains 2B	protein_coding
ENSG00000120129	1843	DUSP1	5	dual specificity phosphatase 1	protein_coding
ENSG00000113719	57222	ERGIC1	5	endoplasmic reticulum-golgi intermediate compartment 1	protein_coding
ENSG00000037241	51121	RPL26L1	5	ribosomal protein L26 like 1	protein_coding
ENSG00000113732	8992	ATP6V0E1	5	ATPase H+ transporting V0 subunit e1	protein_coding
ENSG00000164463	153222	CREBRF	5	CREB3 regulatory factor	protein_coding
ENSG00000113734	662	BNIP1	5	BCL2 interacting protein 1	protein_coding
ENSG00000183072	1482	NKX2-5	5	NK2 homeobox 5	protein_coding
ENSG00000113739	8614	STC2	5	stanniocalcin 2	protein_coding
ENSG00000145919	91272	BOD1	5	biorientation of chromosomes in cell division 1	protein_coding
ENSG00000113742	80315	CPEB4	5	cytoplasmic polyadenylation element binding protein 4	protein_coding
ENSG00000164466	94081	SFXN1	5	sideroflexin 1	protein_coding
ENSG00000051596	84321	THOC3	5	THO complex 3	protein_coding
ENSG00000170085	375484	SIMC1	5	SUMO interacting motifs containing 1	protein_coding
ENSG00000122203	57179	KIAA1191	5	KIAA1191	protein_coding
ENSG00000175414	285598	ARL10	5	ADP ribosylation factor like GTPase 10	protein_coding
ENSG00000048162	51491	NOP16	5	NOP16 nucleolar protein	protein_coding
ENSG00000146066	192286	HIGD2A	5	HIG1 hypoxia inducible domain family member 2A	protein_coding
ENSG00000175416	1212	CLTB	5	clathrin light chain B	protein_coding
ENSG00000113194	23197	FAF2	5	Fas associated factor family member 2	protein_coding
ENSG00000146083	22838	RNF44	5	ring finger protein 44	protein_coding
ENSG00000169258	114787	GPRIN1	5	G protein regulated inducer of neurite outgrowth 1	protein_coding
ENSG00000048140	26262	TSPAN17	5	tetraspanin 17	protein_coding
ENSG00000087206	51720	UIMC1	5	ubiquitin interaction motif containing 1	protein_coding
ENSG00000113761	23567	ZNF346	5	zinc finger protein 346	protein_coding
ENSG00000160867	2264	FGFR4	5	fibroblast growth factor receptor 4	protein_coding
ENSG00000165671	64324	NSD1	5	nuclear receptor binding SET domain protein 1	protein_coding
ENSG00000169228	53917	RAB24	5	RAB24, member RAS oncogene family	protein_coding
ENSG00000213347	83463	MXD3	5	MAX dimerization protein 3	protein_coding
ENSG00000169230	27166	PRELID1	5	PRELI domain containing 1	protein_coding
ENSG00000169223	10960	LMAN2	5	lectin, mannose binding 2	protein_coding
ENSG00000169220	10636	RGS14	5	regulator of G protein signaling 14	protein_coding
ENSG00000131187	2161	F12	5	coagulation factor XII	protein_coding
ENSG00000198055	2870	GRK6	5	G protein-coupled receptor kinase 6	protein_coding
ENSG00000246334	NA	PRR7-AS1	5	PRR7 antisense RNA 1	lncRNA
ENSG00000131188	80758	PRR7	5	proline rich 7, synaptic	protein_coding
ENSG00000113758	1627	DBN1	5	drebrin 1	protein_coding
ENSG00000196923	9260	PDLIM7	5	PDZ and LIM domain 7	protein_coding
ENSG00000183258	51428	DDX41	5	DEAD-box helicase 41	protein_coding
ENSG00000146067	54540	FAM193B	5	family with sequence similarity 193 member B	protein_coding
ENSG00000184840	54732	TMED9	5	transmembrane p24 trafficking protein 9	protein_coding
ENSG00000027847	11285	B4GALT7	5	beta-1,4-galactosyltransferase 7	protein_coding
ENSG00000145916	64777	RMND5B	5	required for meiotic nuclear division 5 homolog B	protein_coding
ENSG00000145912	55651	NHP2	5	NHP2 ribonucleoprotein	protein_coding
ENSG00000197451	3182	HNRNPAB	5	heterogeneous nuclear ribonucleoprotein A/B	protein_coding
ENSG00000175309	85007	PHYKPL	5	5-phosphohydroxy-L-lysine phospho-lyase	protein_coding
ENSG00000113240	57396	CLK4	5	CDC like kinase 4	protein_coding
ENSG00000169131	6940	ZNF354A	5	zinc finger protein 354A	protein_coding
ENSG00000178338	117608	ZNF354B	5	zinc finger protein 354B	protein_coding
ENSG00000177932	30832	ZNF354C	5	zinc finger protein 354C	protein_coding
ENSG00000176783	80230	RUFY1	5	RUN and FYVE domain containing 1	protein_coding
ENSG00000169045	3187	HNRNPH1	5	heterogeneous nuclear ribonucleoprotein H1	protein_coding
ENSG00000127022	821	CANX	5	calnexin	protein_coding
ENSG00000161021	9794	MAML1	5	mastermind like transcriptional coactivator 1	protein_coding
ENSG00000213316	4056	LTC4S	5	leukotriene C4 synthase	protein_coding
ENSG00000161013	11282	MGAT4B	5	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	protein_coding
ENSG00000161011	8878	SQSTM1	5	sequestosome 1	protein_coding
ENSG00000161010	51149	MRNIP	5	MRN complex interacting protein	protein_coding
ENSG00000197226	23061	TBC1D9B	5	TBC1 domain family member 9B	protein_coding
ENSG00000113269	55819	RNF130	5	ring finger protein 130	protein_coding
